"题目","朝代","作者","内容","来源","词牌"
"当你的秀发拂过我的钢枪","","阎维文","当你的秀发拂过我的钢枪⏎别怪我保持着冷俊的脸庞⏎其实我有铁骨也有柔肠⏎只是那青春之火需要暂时冷藏⏎当兵的日子短暂又漫长⏎别说我不懂情只重阳刚⏎这世界虽有战火也有花香⏎我的明天也会浪漫的和你一样⏎当你的纤手离开我的肩膀⏎我不会低下头泪流两行⏎也许我们走的路不是一个方向⏎我衷心祝福你啊亲爱的姑娘⏎如果有一天脱下这身军装⏎不怨你没多等我些时光⏎虽然那时你我天各一方⏎你会看到我的爱在旗帜上飞扬⏎如果有一天脱下这身军装⏎不怨你没多等我些时光⏎虽然那时你我天各一方⏎你会看到我的爱在旗帜上飞扬⏎你会看到我的爱在旗帜上飞扬","语料库",""
"一二三四歌","","阎维文","** 一二三四  一二三四 **⏎一二三四 一二三四象首歌⏎绿色军营 绿色军营教会我⏎唱得山摇地也动⏎唱得花开水欢乐⏎一呀么一呀么一呀么一⏎一个钢枪交给我⏎二呀么二呀么二呀么二⏎二话没说为祖国,⏎三呀么三,三军将士苦为乐⏎嗨 嗨嗨⏎哪里有我 哪里有我⏎哪里就有一二三四⏎一二三四 一二三四⏎战士的歌⏎** 一二三四 一二三四 **⏎一二三四 一二三四象首歌,⏎这边唱来这边唱来那边和,⏎唱给蓝天和大地⏎唱给妈妈和祖国⏎一呀么一呀么一呀么一⏎一条大路多宽阔⏎二呀么二呀么二呀么二⏎二面春风拂面过⏎三呀么三,三山五岳任我走⏎嗨 嗨嗨⏎哪里有我 哪里有我⏎哪里就有一二三四⏎一二三四 一二三四⏎战士的歌⏎战士 战士的歌⏎一二三四","语料库",""
"边关雪","","阎维文","`````````⏎边关雪，边关雪⏎飞上了高山⏎飞落在原野⏎战士巡逻来⏎踏雪多欢跃⏎一朵雪花落肩头⏎好似家乡白蝴蝶⏎哎```⏎我爱边关的雪⏎情意多亲切⏎哎````⏎我爱边关的雪⏎情意多亲切⏎情意多亲切⏎边关雪，边关雪⏎染白了松叶⏎战士露营来⏎好雪知时节⏎化出万树梨花开⏎捧出一个新世界⏎哎`````````⏎我愿是边关的雪⏎迎着祖国日和月⏎哎``````⏎我愿是边关的雪⏎祖国日和月⏎我爱边关雪⏎我爱边关雪⏎我爱我爱边关的雪。","语料库",""
"军歌嘹亮","","阎维文","我爱嘹亮的军歌 有排山倒海的力量⏎一路硝烟一路胜利 一路歌唱⏎我爱嘹亮的军歌 有男儿女儿的衷肠⏎一肩风雨一肩重任 一路歌唱⏎前辈们在歌声里 在歌声里创造辉煌⏎战友们在歌声里 在歌声里百炼成钢⏎唱起军歌 豪情万丈⏎我们渴望打胜仗⏎唱起军歌 豪情万丈⏎我们的生命献给祖国献给党⏎我爱嘹亮的军歌 有排山倒海的力量⏎一路硝烟一路胜利 一路歌唱⏎我爱嘹亮的军歌 有男儿女儿的衷肠⏎一肩风雨一肩重任 一路歌唱⏎前辈们在歌声里 在歌声里创造辉煌⏎战友们在歌声里 在歌声里百炼成钢⏎唱起军歌 豪情万丈⏎我们渴望打胜仗⏎唱起军歌 豪情万丈⏎我们的生命献给祖国献给党⏎唱起军歌 豪情万丈⏎我们渴望打胜仗⏎唱起军歌 豪情万丈⏎我们的生命献给祖国献给党⏎献给祖国献给党","语料库",""
"那些日子","","阎维文","那些日子很遥远⏎火红的岁月清晰依然⏎那些日子已过去⏎当兵的记忆缠绵流连⏎曾经的青春好儿男⏎身着绿军装穿上军舞鞋⏎汗流浃背体味着成长的喜悦⏎精疲力尽享受着拼博的快乐⏎那些日子很遥远⏎军旗下的舞姿拥抱着山川⏎那些日子已过去⏎军魂中的激情抛洒在桑田⏎曾经的热血男子汉⏎心系当兵人舞红一片天⏎刻苦投入演绎着军人的风采⏎忘我付出辉煌着精彩的瞬间⏎峥嵘岁月浴血前线⏎见证着军中舞者英武矫健⏎边塞海岛雪域高原⏎记载着文艺战士无私奉献⏎舞姿飒爽舞步翩跹⏎旋转在为兵服务青春华年⏎舞德高尚舞艺精湛⏎谱写着为国争光绚丽诗篇⏎那些日子很遥远⏎谱下了美好的故事一串串⏎那些日子已过去⏎却将光荣却将光荣⏎织成花环织成花环","语料库",""
"当兵的天地","","阎维文","当兵的一片地⏎当兵的一片天⏎当兵的一片忠诚写在天地间⏎当兵的一片地⏎当兵的一片天⏎当兵的一片忠诚写在天呀么天地间⏎来到这里三两天⏎谁都说新鲜⏎驻守在这里三两年⏎该是啥体验⏎远离大陆的小海岛⏎四季风儿咸⏎飞砂走石的戈壁滩⏎大漠如狼烟⏎来来来……来来⏎冰山雪域的小哨所⏎十年不见春⏎走进林海大雪原⏎茫茫深无边⏎当兵的一片地⏎当兵的一片天⏎当兵的一片忠诚写在天地间⏎当兵的一片地⏎当兵的一片天⏎当兵的一片忠诚写在天呀么天地间⏎来到这里三两天⏎是苦也说甜⏎驻守在这里三两年⏎看谁意志坚⏎一弯冷月一班岗⏎心里月儿圆⏎一道坎坷一条路⏎胸中天地宽⏎来来来……来来⏎风吹雨打的绿军装⏎一生都娇艳⏎千锤百炼的男子汉⏎苦乐一肩担⏎一肩担⏎当兵的一片地⏎当兵的一片天⏎当兵的一片忠诚写在天地间⏎当兵的一片地⏎当兵的一片天⏎当兵的一片忠诚写在天呀么天地间⏎天地间","语料库",""
"我为伟大祖国站岗","","阎维文","手握一杆钢枪⏎手握一杆钢枪⏎光辉的太阳照边疆照边疆⏎毛主席就在我身旁⏎啊啊啊啊啊⏎啊啊啊啊啊啊⏎手握一杆钢枪⏎身披万道霞光⏎我守卫在边防线上⏎为我们伟大祖国站岗⏎啊啊啊⏎啦啦啦啦啦⏎时时刻刻时时刻刻⏎向着北京向着北京向着北京⏎站在边防线上⏎如同站在天安门广场⏎时时刻刻时时刻刻⏎向着北京向着北京向着北京⏎站在边防线上⏎如同站在天安门广场⏎啊啊啊⏎光辉的太阳照边疆⏎毛主席就在我身旁⏎啊啊⏎做一个毛主席的革命战士⏎无限幸福无限幸福⏎无尚荣光⏎无尚荣光⏎啦啦啦啦啦⏎手握一杆钢枪一杆钢枪⏎身披万道霞光⏎我守卫在边防线上⏎为我们伟大祖国站岗⏎为我们伟大祖国站岗⏎为伟大祖国站岗站岗","语料库",""
"当兵的男儿走四方","","阎维文","王宏伟当兵的男儿走四方⏎当兵的男儿走四方⏎头顶明月巡逻在山岗上⏎在遥远边关抵挡风霜⏎无边的花朵在身后开放⏎当兵的男儿走四方⏎头顶明月巡逻在山岗上⏎在遥远边关抵挡风霜⏎无边的花朵在身后开放⏎嘿呀啦嘿.嘿嘿呀啦嘿⏎当兵的男儿走四方⏎嘿呀啦嘿.嘿嘿呀啦嘿⏎花朵在身后开放⏎当兵的男儿走四方⏎踏平波涛驰骋在大海上⏎在海天之间搏击风浪⏎蔚蓝的青春扬帆远航⏎嘿呀啦嘿.嘿嘿呀啦嘿⏎当兵的男儿走四方⏎嘿呀啦嘿.嘿嘿呀啦嘿⏎青春扬帆远航⏎当兵的男儿走四方⏎穿越云空展翅在蓝天上⏎在亲人梦里播撒祥云⏎壮丽的人生献给飞翔⏎嘿呀啦嘿.嘿嘿呀啦嘿⏎当兵的男儿走四方⏎嘿呀啦嘿.嘿嘿呀啦嘿⏎人生献给飞翔⏎嘿呀啦嘿.嘿嘿呀啦嘿⏎当兵的男儿走四方⏎风里云里和浪里⏎都有我们年轻的脸庞⏎嘿呀啦嘿.嘿嘿呀啦嘿⏎当兵的男儿走四方⏎风里云里和浪里⏎都有我们年轻的脸庞⏎当兵的男儿走四方","语料库",""
"从军歌","","阎维文","好儿好女来当兵⏎潇潇洒洒走一程⏎人生难得几回搏⏎从军报国多豪情⏎好儿好女来当兵⏎风风火火走一程⏎男儿何不带吴钩⏎莫在花丛醉太平⏎好儿好女来当兵⏎无怨无悔走一程⏎红军的旗帜长征的路⏎陆海空天建功勋⏎好儿好女来当兵⏎轰轰烈烈走一程⏎青春的梦想壮美的歌⏎英雄的传人是我们⏎好儿好女来当兵⏎潇潇洒洒走一程⏎人生难得几回搏⏎从军报国多豪情⏎好儿好女来当兵⏎风风火火走一程⏎男儿何不带吴钩⏎莫在花丛醉太平⏎好儿好女来当兵⏎无怨无悔走一程⏎红军的旗帜长征的路⏎陆海空天建功勋⏎好儿好女来当兵⏎轰轰烈烈走一程⏎青春的梦想壮美的歌⏎英雄的传人是我们⏎好儿好女来当兵⏎无怨无悔走一程⏎红军的旗帜长征的路⏎陆海空天建功勋⏎好儿好女来当兵⏎轰轰烈烈走一程⏎青春的梦想壮美的歌⏎英雄的传人是我们⏎英雄的传人是我们","语料库",""
"当兵走天涯","","阎维文","﻿⏎当兵走天涯，⏎越远越想家⏎家是枕上的梦，⏎家是信中的话⏎家是贴在邮票上的姑娘心哟⏎家是探望哨所的弯月牙⏎睐睐睐……睐睐睐……⏎为家才离家，⏎国门得有人把⏎军装染得千山绿，⏎簇拥心中的那朵花⏎当兵走天涯，⏎越久越想家⏎家是童年的歌，⏎家是村头的霞⏎家是打在背包里的父老情哟⏎家是姑娘寄来的悄悄话⏎睐睐睐……睐睐睐……⏎想家泪偷洒，⏎擦干了上哨卡⏎明月在我枪上圆，⏎万家灯火融入画⏎睐睐睐……睐睐睐……⏎为家才离家，⏎国门得有人把⏎军装染得千山绿，⏎簇拥心中的那朵花⏎当兵走天涯","语料库",""
"报告班长","","庾澄庆","﻿⏎起床 注意 五分钟以后连集合场集合完毕⏎稍息以后 开始行动⏎１－２－３－４　１２３－４⏎报告班长 昨天晚上没睡好 现在头疼不得了⏎啊 我管你睡好没睡好 出操上课照样跑⏎报告班长 出公差溜到福利社⏎碰到连长 叫我回来找班长报到⏎摸鱼摸到大白鲨 看你以后还敢不敢乱搞⏎报告班长 打靶的声音太大 自愿留在营区扫厕所⏎棉花塞着耳朵当靶兵 保证让你不害怕⏎报告班长 早餐吃不饱 五百障碍没有力气跑⏎军人除了生孩子 什么事情都办得到⏎给你福利当福气 给你方便当随便⏎给你轻松当放松 给你脸你不要脸⏎到了这里你会成为顶天立地的大男孩⏎离开这里你会成为成熟独立的大男人⏎到了这里你会成为顶天立地的大男孩⏎离开这里你会成为成熟独立的大男人⏎注意 带单兵攻击教材 小板凳⏎戴钢盔 步枪不用上刺刀⏎扎Ｓ腰带 打绑腿 不带防毒面具⏎稍息以后 开始行动 稍息⏎庾澄庆 你还赖在寝室干什么⏎报告班长 布鞋找不到⏎出操让我穿拖鞋 你说好不好⏎单兵注意 目标正前方发现不明物 单兵如何处理⏎报告班长 提枪低姿快跑前进 握倒出枪快转枪慢⏎观察敌情然后迅速后退⏎三分钟后洗澡完毕着装整齐原地集合⏎报告班长 我的内裤打死结 借把剪刀好不好⏎胡闹 合理的要求是训练 不合理的要求是磨练⏎混 你再混就要倒大霉 马上让你有当不完的兵⏎不要怀疑 就是你⏎到了这里你会成为顶天立地的大男孩⏎离开这里你会成为成熟独立的大男人⏎到了这里你会成为顶天立地的大男孩⏎离开这里你会成为成熟独立的大男人⏎看我们的队伍 雄状威武⏎听我们的歌声 响彻云霄⏎看我们的国旗 迎风飘扬⏎报数⏎１－２－３－４　１２３－４⏎到了这里你会成为顶天立地的大男孩⏎离开这里你会成为成熟独立的大男人⏎到了这里你会成为顶天立地的大男孩⏎离开这里你会成为成熟独立的大男人⏎到了这里你会成为顶天立地的大男孩⏎离开这里你会成为成熟独立的大男人⏎到了这里你会成为顶天立地的大男孩⏎离开这里你会成为成熟独立的大男人⏎连上兄弟晚安 班长晚安","语料库",""
"新世纪福音战士","","杨千嬅","我发现我 最近有个习惯⏎常在计算着我 那极限⏎最快时间要用最快时间⏎忘掉这里发生的麻烦⏎同伴的决裂⏎感情的断绝⏎希望的破灭⏎交叠地浮现片段一个梦⏎只是一个梦⏎请让记忆葬于公元前⏎新的世纪⏎没有天也没有地⏎将知道一切事与物⏎重新的出生⏎呼吸世上洁净的氧气⏎幼稚的惊喜⏎若可以 别让我想起当天我是谁⏎横竖我都不想起⏎我发现我 最近有个直觉⏎人类世界就快会陷落⏎如若你信来世⏎留下与我看天空落雹⏎华丽的殒落 哀艳的配乐⏎感动的闭幕 等待大时代降落⏎不快乐之后很快乐⏎撕掉昨天⏎再写新段落⏎如创世纪⏎新的世纪⏎我没名字⏎没有天也没有地⏎将知道一切事与物⏎统统舍弃⏎重新的出生⏎呼吸世上洁净的氧气⏎贪恋面前⏎幼稚的惊喜⏎若可以 别让我想起当天我是谁⏎来让我松一口气","语料库",""
"最后","","杨林","最后，我们不见不散⏎那一年我们匆匆离开⏎在白衣飘飘的纯真年代⏎那凤凰树下的青涩情怀⏎已似水流年般不再⏎那一年我们匆匆离开⏎满带着理想奔向未来⏎看过了世间的冷暖黑白⏎多少次挫折后重来⏎一双双坚定的眼⏎一张张可爱的脸⏎一次次出现在人海里⏎一转眼都不见⏎看青春渐行渐远⏎看誓言沧海桑田⏎看江山如画在我身边⏎看往昔如云烟⏎我们像叶子般各自飘散⏎在寻找梦想的那片彼岸⏎有一天也许会突然想念⏎然后我们不见不散⏎那一年我们匆匆离开⏎在铁骨铮铮的豪情年代⏎告别了风雨中兄弟情怀⏎也告别了那身迷彩⏎那一年我们也匆匆离开⏎满带着理想奔向未来⏎经历了人生的荣辱成败⏎多少年后还会回来⏎一双双坚定的眼⏎一张张可爱的脸⏎一次次出现在人海里⏎一转眼都不见⏎看青春渐行渐远⏎看誓言沧海桑田⏎看江山如画在我身边⏎看往昔如云烟⏎我们像叶子般随风飘散⏎在寻找梦想的那片彼岸⏎有一天也许会突然想念⏎然后我们不见不散⏎然后我们不见不散⏎然后我们不见不散⏎然后我们不见不散⏎最后我们不见不散","语料库",""
"终身美丽(live)_-_live","","叶蒨文","塔尖仍旧记得 这拥抱极美好⏎爱有千斤重 重过无涯的铁路⏎你那手指再笨拙再粗 肌肤也被你修补⏎从前那一位 永未能做到⏎是你去唤醒我 努力才能被爱慕⏎但回头目睹你 为我好自己不好⏎我这幸运儿合着眼睛 只得你沉重的身影⏎如果这记忆非爱情 连天都不会太高兴⏎莫非可终身美丽 才值得勾勾手指发誓⏎对你不止感激敬礼 当你知己才是虚伪⏎莫非多一分秀丽 才值得分享我的一切⏎给我自信 给我地位 这叫幸福 不怕流逝⏎任他们多漂亮 未及你矜贵⏎记忆无论再轻 轻不过脉搏声⏎靠你的手臂 抱我人潮中畅泳⏎我这幸运儿幸运到一转身找到你 来为我打气⏎如果可抱起这爱情 连天都会替我高兴⏎莫非可终身美丽 才值得勾勾手指发誓⏎对你不止感激敬礼 当你知己才是虚伪⏎莫非多一分秀丽 才值得分享我的一切⏎给我自信 给我地位 这叫幸福 不怕流逝⏎任他们多漂亮 未及你矜贵⏎因有自信 所以美丽 使我自卑都放低⏎在半空之中亲你 不管身世","语料库",""
"年轻战士","","张明敏","《年轻的战士》⏎谭建常*曲  小轩*词⏎.⏎我是一名战士，⏎命运是战场，⏎我披上征衣，⏎从不容迟疑。⏎我唯一的信念，⏎就是决不回头，⏎唯一的凭籍，⏎就是岁月的理解。⏎.⏎我不能卸下马鞍，⏎只为你盈盈眼波，⏎将失去斗志，⏎毕竟我还那么脆弱。⏎然而驰骋过处，⏎那一闪的生命，⏎谁来为我缀饰一路的寂寞。⏎.⏎任前途坎坷，⏎任青春渐失，⏎我将永远是那凯旋的勇士。⏎请你伸出双臂，⏎请你伸出双臂，⏎请你伸出双臂，⏎等待远征的战士。⏎.⏎我不能卸下马鞍，⏎只为你盈盈眼波，⏎将失去斗志，⏎毕竟我还那么脆弱。⏎然而驰骋过处，⏎那一闪的生命，⏎谁来为我缀饰一路的寂寞。⏎★－－－－－－－－－－－－★⏎★－－－－－－－－－－－－★⏎我是年轻战士，我是年轻战士，年轻战士）⏎我是年轻战士，⏎我是年轻战士，⏎我是年轻战士，⏎一名年轻的战士。⏎.","语料库",""
